Indicator,Location,Period,FactValueNumeric
Age-standardized suicide rates (per 100 000 population),Netherlands,2015,6
Age-standardized suicide rates (per 100 000 population),Switzerland,2015,6.03
Age-standardized suicide rates (per 100 000 population),United States of America,2015,6.05
Age-standardized suicide rates (per 100 000 population),Fiji,2015,6.08
Age-standardized suicide rates (per 100 000 population),Comoros,2015,6.1
Age-standardized suicide rates (per 100 000 population),Greece,2015,6.11
Age-standardized suicide rates (per 100 000 population),Afghanistan,2015,6.14
Age-standardized suicide rates (per 100 000 population),New Zealand,2015,6.16
Age-standardized suicide rates (per 100 000 population),Luxembourg,2015,6.19
Age-standardized suicide rates (per 100 000 population),Lao People's Democratic Republic,2015,6.2
Age-standardized suicide rates (per 100 000 population),United Arab Emirates,2015,6.27
Age-standardized suicide rates (per 100 000 population),Liberia,2015,6.29
Age-standardized suicide rates (per 100 000 population),Mali,2015,6.29
Age-standardized suicide rates (per 100 000 population),Bahrain,2015,6.32
Age-standardized suicide rates (per 100 000 population),Benin,2015,6.39
Age-standardized suicide rates (per 100 000 population),Guatemala,2015,6.4
Age-standardized suicide rates (per 100 000 population),South Sudan,2015,6.41
Age-standardized suicide rates (per 100 000 population),Costa Rica,2015,6.41
Age-standardized suicide rates (per 100 000 population),Timor-Leste,2015,6.42
Age-standardized suicide rates (per 100 000 population),Cyprus,2015,6.46
Age-standardized suicide rates (per 100 000 population),Mongolia,2015,6.46
Age-standardized suicide rates (per 100 000 population),Colombia,2015,6.5
Age-standardized suicide rates (per 100 000 population),Hungary,2015,6.53
Age-standardized suicide rates (per 100 000 population),Malta,2015,6.55
Age-standardized suicide rates (per 100 000 population),Sudan,2015,6.56
Age-standardized suicide rates (per 100 000 population),Niger,2015,6.58
Age-standardized suicide rates (per 100 000 population),Turkmenistan,2015,6.62
Age-standardized suicide rates (per 100 000 population),Azerbaijan,2015,6.64
Age-standardized suicide rates (per 100 000 population),Gambia,2015,6.69
Age-standardized suicide rates (per 100 000 population),Uruguay,2015,6.72
Age-standardized suicide rates (per 100 000 population),Sri Lanka,2015,6.73
Age-standardized suicide rates (per 100 000 population),Bulgaria,2015,6.77
Age-standardized suicide rates (per 100 000 population),El Salvador,2015,6.78
Age-standardized suicide rates (per 100 000 population),Yemen,2015,6.8
Age-standardized suicide rates (per 100 000 population),Oman,2015,6.8
Age-standardized suicide rates (per 100 000 population),Dominican Republic,2015,6.84
Age-standardized suicide rates (per 100 000 population),Belize,2015,6.87
Age-standardized suicide rates (per 100 000 population),Bhutan,2015,6.91
Age-standardized suicide rates (per 100 000 population),Guyana,2015,63.51
Age-standardized suicide rates (per 100 000 population),Namibia,2015,7.03
Age-standardized suicide rates (per 100 000 population),Mauritania,2015,7.06
Age-standardized suicide rates (per 100 000 population),Tajikistan,2015,7.06
Age-standardized suicide rates (per 100 000 population),China,2015,7.08
Age-standardized suicide rates (per 100 000 population),Burundi,2015,7.1
Age-standardized suicide rates (per 100 000 population),Zambia,2015,7.1
Age-standardized suicide rates (per 100 000 population),Nicaragua,2015,7.13
Age-standardized suicide rates (per 100 000 population),Norway,2015,7.14
Age-standardized suicide rates (per 100 000 population),Guinea-Bissau,2015,7.15
Age-standardized suicide rates (per 100 000 population),Thailand,2015,7.15
Age-standardized suicide rates (per 100 000 population),Israel,2015,7.15
Age-standardized suicide rates (per 100 000 population),Burkina Faso,2015,7.16
Age-standardized suicide rates (per 100 000 population),Bolivia (Plurinational State of),2015,7.2
Age-standardized suicide rates (per 100 000 population),The former Yugoslav Republic of Macedonia,2015,7.28
Age-standardized suicide rates (per 100 000 population),Tonga,2015,7.29
Age-standardized suicide rates (per 100 000 population),Nigeria,2015,7.31
Age-standardized suicide rates (per 100 000 population),Democratic People's Republic of Korea,2015,7.32
Age-standardized suicide rates (per 100 000 population),Somalia,2015,7.33
Age-standardized suicide rates (per 100 000 population),Chad,2015,7.33
Age-standardized suicide rates (per 100 000 population),Sierra Leone,2015,7.44
Age-standardized suicide rates (per 100 000 population),Congo,2015,7.46
Age-standardized suicide rates (per 100 000 population),Mauritius,2015,7.51
Age-standardized suicide rates (per 100 000 population),Djibouti,2015,7.54
Age-standardized suicide rates (per 100 000 population),Singapore,2015,7.56
Age-standardized suicide rates (per 100 000 population),Armenia,2015,7.57
Age-standardized suicide rates (per 100 000 population),Viet Nam,2015,7.61
Age-standardized suicide rates (per 100 000 population),Italy,2015,7.62
Age-standardized suicide rates (per 100 000 population),Morocco,2015,7.63
Age-standardized suicide rates (per 100 000 population),Seychelles,2015,7.65
Age-standardized suicide rates (per 100 000 population),Togo,2015,7.67
Age-standardized suicide rates (per 100 000 population),Liberia,2015,7.71
Age-standardized suicide rates (per 100 000 population),Sweden,2015,7.76
Age-standardized suicide rates (per 100 000 population),United Kingdom of Great Britain and Northern Ireland,2015,7.81
Age-standardized suicide rates (per 100 000 population),Libya,2015,7.82
Age-standardized suicide rates (per 100 000 population),Saint Lucia,2015,7.89
Age-standardized suicide rates (per 100 000 population),Malaysia,2015,7.9
Age-standardized suicide rates (per 100 000 population),Samoa,2015,7.95
Age-standardized suicide rates (per 100 000 population),Denmark,2015,8.07
Age-standardized suicide rates (per 100 000 population),Iraq,2015,8.1
Age-standardized suicide rates (per 100 000 population),Argentina,2015,8.1
Age-standardized suicide rates (per 100 000 population),Kazakhstan,2015,8.22
Age-standardized suicide rates (per 100 000 population),United Republic of Tanzania,2015,8.23
Age-standardized suicide rates (per 100 000 population),Belgium,2015,8.27
Age-standardized suicide rates (per 100 000 population),Cameroon,2015,8.28
Age-standardized suicide rates (per 100 000 population),Portugal,2015,8.31
Age-standardized suicide rates (per 100 000 population),Honduras,2015,8.33
Age-standardized suicide rates (per 100 000 population),Bosnia and Herzegovina,2015,8.33
Age-standardized suicide rates (per 100 000 population),Paraguay,2015,8.39
Age-standardized suicide rates (per 100 000 population),Japan,2015,8.4
Age-standardized suicide rates (per 100 000 population),Montenegro,2015,8.43
Age-standardized suicide rates (per 100 000 population),Mali,2015,8.46
Age-standardized suicide rates (per 100 000 population),Guinea,2015,8.46
Age-standardized suicide rates (per 100 000 population),Saudi Arabia,2015,8.49
Age-standardized suicide rates (per 100 000 population),Spain,2015,8.52
Age-standardized suicide rates (per 100 000 population),Bahrain,2015,8.67
Age-standardized suicide rates (per 100 000 population),Yemen,2015,8.69
Age-standardized suicide rates (per 100 000 population),Ireland,2015,8.71
Age-standardized suicide rates (per 100 000 population),Cambodia,2015,8.78
Age-standardized suicide rates (per 100 000 population),Iran (Islamic Republic of),2015,8.78
Age-standardized suicide rates (per 100 000 population),Georgia,2015,8.79
Age-standardized suicide rates (per 100 000 population),Comoros,2015,8.8
Age-standardized suicide rates (per 100 000 population),Lao People's Democratic Republic,2015,8.84
Age-standardized suicide rates (per 100 000 population),Ecuador,2015,8.88
Age-standardized suicide rates (per 100 000 population),Eritrea,2015,8.89
Age-standardized suicide rates (per 100 000 population),Brazil,2015,8.9
Age-standardized suicide rates (per 100 000 population),Lithuania,2015,8.93
Age-standardized suicide rates (per 100 000 population),Russian Federation,2015,8.97
Age-standardized suicide rates (per 100 000 population),Germany,2015,9
Age-standardized suicide rates (per 100 000 population),Vanuatu,2015,9.01
Age-standardized suicide rates (per 100 000 population),China,2015,9.04
Age-standardized suicide rates (per 100 000 population),Romania,2015,9.06
Age-standardized suicide rates (per 100 000 population),Mozambique,2015,9.08
Age-standardized suicide rates (per 100 000 population),Haiti,2015,9.13
Age-standardized suicide rates (per 100 000 population),Chile,2015,9.17
Age-standardized suicide rates (per 100 000 population),Uzbekistan,2015,9.2
Age-standardized suicide rates (per 100 000 population),Liberia,2015,9.23
Age-standardized suicide rates (per 100 000 population),Mexico,2015,9.24
Age-standardized suicide rates (per 100 000 population),Netherlands,2015,9.31
Age-standardized suicide rates (per 100 000 population),Democratic People's Republic of Korea,2015,9.47
Age-standardized suicide rates (per 100 000 population),Madagascar,2015,9.53
Age-standardized suicide rates (per 100 000 population),Trinidad and Tobago,2015,9.54
Age-standardized suicide rates (per 100 000 population),Luxembourg,2015,9.57
Age-standardized suicide rates (per 100 000 population),Slovakia,2015,9.8
Age-standardized suicide rates (per 100 000 population),Nepal,2015,9.83
Age-standardized suicide rates (per 100 000 population),South Sudan,2015,9.84
Age-standardized suicide rates (per 100 000 population),Rwanda,2015,9.89
Age-standardized suicide rates (per 100 000 population),Kiribati,2015,9.91
Age-standardized suicide rates (per 100 000 population),Bolivia (Plurinational State of),2015,9.93
Age-standardized suicide rates (per 100 000 population),Pakistan,2015,9.96
Age-standardized suicide rates (per 100 000 population),Ethiopia,2015,9.98
Age-standardized suicide rates (per 100 000 population),Turkmenistan,2015,9.99
Age-standardized suicide rates (per 100 000 population),Eswatini,2015,92.27
Age-standardized suicide rates (per 100 000 population),Antigua and Barbuda,2014,0
Age-standardized suicide rates (per 100 000 population),Grenada,2014,0
Age-standardized suicide rates (per 100 000 population),Barbados,2014,0.16
Age-standardized suicide rates (per 100 000 population),Barbados,2014,0.32
Age-standardized suicide rates (per 100 000 population),Antigua and Barbuda,2014,0.44
Age-standardized suicide rates (per 100 000 population),Grenada,2014,0.45
Age-standardized suicide rates (per 100 000 population),Barbados,2014,0.52
Age-standardized suicide rates (per 100 000 population),Saint Vincent and the Grenadines,2014,0.54
Age-standardized suicide rates (per 100 000 population),Venezuela (Bolivarian Republic of),2014,0.67
Age-standardized suicide rates (per 100 000 population),Kuwait,2014,0.79
Age-standardized suicide rates (per 100 000 population),Syrian Arab Republic,2014,0.81
Age-standardized suicide rates (per 100 000 population),Antigua and Barbuda,2014,0.83
Age-standardized suicide rates (per 100 000 population),Grenada,2014,0.83
Age-standardized suicide rates (per 100 000 population),Maldives,2014,0.87
Age-standardized suicide rates (per 100 000 population),Jordan,2014,0.93
Age-standardized suicide rates (per 100 000 population),Jamaica,2014,0.97
Age-standardized suicide rates (per 100 000 population),Bahamas,2014,1
Age-standardized suicide rates (per 100 000 population),Honduras,2014,1.03
Age-standardized suicide rates (per 100 000 population),Panama,2014,1.11
Age-standardized suicide rates (per 100 000 population),Philippines,2014,1.17
Age-standardized suicide rates (per 100 000 population),Sao Tome and Principe,2014,1.24
Age-standardized suicide rates (per 100 000 population),Turkey,2014,1.25
Age-standardized suicide rates (per 100 000 population),Indonesia,2014,1.27
Age-standardized suicide rates (per 100 000 population),Oman,2014,1.29
Age-standardized suicide rates (per 100 000 population),Myanmar,2014,1.32
Age-standardized suicide rates (per 100 000 population),Saint Vincent and the Grenadines,2014,1.37
Age-standardized suicide rates (per 100 000 population),Colombia,2014,1.4
Age-standardized suicide rates (per 100 000 population),Seychelles,2014,1.43
Age-standardized suicide rates (per 100 000 population),Brunei Darussalam,2014,1.54
Age-standardized suicide rates (per 100 000 population),Peru,2014,1.56
Age-standardized suicide rates (per 100 000 population),Azerbaijan,2014,1.59
Age-standardized suicide rates (per 100 000 population),Saint Lucia,2014,1.65
